bgc_id,genome_id,region,accession,start_pos,end_pos,contig_edge,product,region_length,most_similar_known_cluster_id,most_similar_known_cluster_description,most_similar_known_cluster_type,similarity,source,gbk_path
CP126103.1.region001,GCA_030123265.1,1.1,CP126103.1,533493,557714,False,['betalactone'],24221,BGC0001095,fengycin,NRP,0.4666666666666667,bgcflow,data/interim/antismash/7.0.0/GCA_030123265.1/CP126103.1.region001.gbk
CP126103.1.region002,GCA_030123265.1,1.2,CP126103.1,1970447,1991269,False,['terpene'],20822,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030123265.1/CP126103.1.region002.gbk
CP126103.1.region003,GCA_030123265.1,1.3,CP126103.1,2243432,2300348,False,['NRPS'],56916,BGC0002472,ulbactin F/ulbactin G,NRP,0.2857142857142857,bgcflow,data/interim/antismash/7.0.0/GCA_030123265.1/CP126103.1.region003.gbk
CP126103.1.region004,GCA_030123265.1,1.4,CP126103.1,2468562,2481814,False,['phosphonate'],13252,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030123265.1/CP126103.1.region004.gbk
CP126103.1.region005,GCA_030123265.1,1.5,CP126103.1,4123279,4145733,False,"['lassopeptide', 'RRE-containing']",22454,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030123265.1/CP126103.1.region005.gbk
CP126103.1.region006,GCA_030123265.1,1.6,CP126103.1,4673749,4716914,False,['NRPS-like'],43165,BGC0000082,kijanimicin,Polyketide,0.046511627906976744,bgcflow,data/interim/antismash/7.0.0/GCA_030123265.1/CP126103.1.region006.gbk
CP126103.1.region007,GCA_030123265.1,1.7,CP126103.1,4851953,4893036,False,['T3PKS'],41083,BGC0002695,bacillibactin/bacillibactin E/bacillibactin F,NRP,0.3,bgcflow,data/interim/antismash/7.0.0/GCA_030123265.1/CP126103.1.region007.gbk
CP128129.1.region001,GCA_030292205.1,1.1,CP128129.1,1272869,1296404,False,['LAP'],23535,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030292205.1/CP128129.1.region001.gbk
CP128129.1.region002,GCA_030292205.1,1.2,CP128129.1,1868204,1937099,False,"['NRPS', 'T1PKS']",68895,BGC0001033,paenilamicin/paenilamicin A2/paenilamicin B1/paenilamicin B2,NRP+Polyketide,0.14285714285714285,bgcflow,data/interim/antismash/7.0.0/GCA_030292205.1/CP128129.1.region002.gbk
CP128129.1.region003,GCA_030292205.1,1.3,CP128129.1,1980937,1994655,False,['NI-siderophore'],13718,BGC0000942,petrobactin,Other,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_030292205.1/CP128129.1.region003.gbk
CP128129.1.region004,GCA_030292205.1,1.4,CP128129.1,2316962,2368715,False,"['NRP-metallophore', 'NRPS']",51753,BGC0000309,bacillibactin,NRP,0.8571428571428571,bgcflow,data/interim/antismash/7.0.0/GCA_030292205.1/CP128129.1.region004.gbk
CP128129.1.region005,GCA_030292205.1,1.5,CP128129.1,2531709,2556948,False,['betalactone'],25239,BGC0001095,fengycin,NRP,0.4,bgcflow,data/interim/antismash/7.0.0/GCA_030292205.1/CP128129.1.region005.gbk
CP128129.1.region006,GCA_030292205.1,1.6,CP128129.1,2583108,2630119,False,['NRPS'],47011,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030292205.1/CP128129.1.region006.gbk
CP128129.1.region007,GCA_030292205.1,1.7,CP128129.1,2655944,2666220,False,['RiPP-like'],10276,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030292205.1/CP128129.1.region007.gbk
CP128129.1.region008,GCA_030292205.1,1.8,CP128129.1,3185255,3211699,False,['lanthipeptide-class-i'],26444,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030292205.1/CP128129.1.region008.gbk
CP128129.1.region009,GCA_030292205.1,1.9,CP128129.1,3457382,3479236,False,['terpene'],21854,BGC0000916,molybdenum cofactor,Other,0.17647058823529413,bgcflow,data/interim/antismash/7.0.0/GCA_030292205.1/CP128129.1.region009.gbk
CP128129.1.region010,GCA_030292205.1,1.10,CP128129.1,4977932,5005922,False,"['cyclic-lactone-autoinducer', 'lanthipeptide-class-ii']",27990,BGC0000504,cytolysin ClyLl/cytolysin ClyLs,RiPP:Lanthipeptide,0.4,bgcflow,data/interim/antismash/7.0.0/GCA_030292205.1/CP128129.1.region010.gbk
CP128129.1.region011,GCA_030292205.1,1.11,CP128129.1,5171646,5195564,False,['lassopeptide'],23918,BGC0001356,paeninodin,RiPP,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_030292205.1/CP128129.1.region011.gbk
CP128135.1.region001,GCA_030292205.1,2.1,CP128135.1,0,48844,True,['NRPS'],48844,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030292205.1/CP128135.1.region001.gbk
CP128135.1.region002,GCA_030292205.1,2.2,CP128135.1,260909,283528,False,['lanthipeptide-class-iii'],22619,BGC0002111,andalusicin A/andalusicin B,RiPP:Lanthipeptide,1.2727272727272727,bgcflow,data/interim/antismash/7.0.0/GCA_030292205.1/CP128135.1.region002.gbk
CP126097.1.region001,GCA_030123145.1,1.1,CP126097.1,349000,412427,False,['NRPS'],63427,BGC0000433,surfactin,NRP:Lipopeptide,0.782608695652174,bgcflow,data/interim/antismash/7.0.0/GCA_030123145.1/CP126097.1.region001.gbk
CP126097.1.region002,GCA_030123145.1,1.2,CP126097.1,1109617,1130132,False,['terpene'],20515,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030123145.1/CP126097.1.region002.gbk
CP126097.1.region003,GCA_030123145.1,1.3,CP126097.1,1734359,1839598,False,"['transAT-PKS', 'PKS-like', 'T3PKS', 'NRPS']",105239,BGC0001089,bacillaene,Polyketide+NRP,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_030123145.1/CP126097.1.region003.gbk
CP126097.1.region004,GCA_030123145.1,1.4,CP126097.1,1912714,1989813,False,"['NRPS', 'betalactone']",77099,BGC0001095,fengycin,NRP,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_030123145.1/CP126097.1.region004.gbk
CP126097.1.region005,GCA_030123145.1,1.5,CP126097.1,2051422,2073321,False,['terpene'],21899,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030123145.1/CP126097.1.region005.gbk
CP126097.1.region006,GCA_030123145.1,1.6,CP126097.1,2256005,2297103,False,['T3PKS'],41098,BGC0001847,1-carbapen-2-em-3-carboxylic acid,Other,0.16666666666666666,bgcflow,data/interim/antismash/7.0.0/GCA_030123145.1/CP126097.1.region006.gbk
CP126097.1.region007,GCA_030123145.1,1.7,CP126097.1,3251435,3303213,False,"['NRP-metallophore', 'NRPS']",51778,BGC0000309,bacillibactin,NRP,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_030123145.1/CP126097.1.region007.gbk
CP126097.1.region008,GCA_030123145.1,1.8,CP126097.1,3595711,3616458,False,['CDPS'],20747,BGC0002103,pulcherriminic acid,Other,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_030123145.1/CP126097.1.region008.gbk
CP126097.1.region009,GCA_030123145.1,1.9,CP126097.1,3842822,3864434,False,['sactipeptide'],21612,BGC0000602,subtilosin A,RiPP:Thiopeptide,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_030123145.1/CP126097.1.region009.gbk
CP126097.1.region010,GCA_030123145.1,1.10,CP126097.1,3871449,3912868,False,['other'],41419,BGC0001184,bacilysin,Other,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_030123145.1/CP126097.1.region010.gbk
JAUCET010000002.1.region001,GCA_030348835.1,1.1,JAUCET010000002.1,211951,235197,False,['lanthipeptide-class-ii'],23246,BGC0000527,mersacidin,RiPP:Lanthipeptide,0.2,bgcflow,data/interim/antismash/7.0.0/GCA_030348835.1/JAUCET010000002.1.region001.gbk
JAUCET010000002.1.region002,GCA_030348835.1,1.2,JAUCET010000002.1,371272,435057,False,['NRPS'],63785,BGC0000433,surfactin,NRP:Lipopeptide,0.8260869565217391,bgcflow,data/interim/antismash/7.0.0/GCA_030348835.1/JAUCET010000002.1.region002.gbk
JAUCET010000002.1.region003,GCA_030348835.1,1.3,JAUCET010000002.1,695943,776543,False,"['NRPS', 'T1PKS']",80600,BGC0001059,zwittermicin A,NRP+Polyketide,0.18518518518518517,bgcflow,data/interim/antismash/7.0.0/GCA_030348835.1/JAUCET010000002.1.region003.gbk
JAUCET010000002.1.region004,GCA_030348835.1,1.4,JAUCET010000002.1,1205059,1225523,False,['terpene'],20464,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030348835.1/JAUCET010000002.1.region004.gbk
JAUCET010000002.1.region005,GCA_030348835.1,1.5,JAUCET010000002.1,1818705,1923533,False,"['transAT-PKS', 'PKS-like', 'NRPS']",104828,BGC0001089,bacillaene,Polyketide+NRP,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_030348835.1/JAUCET010000002.1.region005.gbk
JAUCET010000002.1.region006,GCA_030348835.1,1.6,JAUCET010000002.1,2027565,2154639,False,"['NRPS', 'transAT-PKS', 'betalactone']",127074,BGC0001095,fengycin,NRP,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_030348835.1/JAUCET010000002.1.region006.gbk
JAUCET010000002.1.region007,GCA_030348835.1,1.7,JAUCET010000002.1,2231080,2252979,False,['terpene'],21899,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030348835.1/JAUCET010000002.1.region007.gbk
JAUCET010000002.1.region008,GCA_030348835.1,1.8,JAUCET010000002.1,2299827,2340925,False,['T3PKS'],41098,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030348835.1/JAUCET010000002.1.region008.gbk
JAUCET010000002.1.region009,GCA_030348835.1,1.9,JAUCET010000002.1,2577389,2607128,False,"['LAP', 'thiopeptide']",29739,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030348835.1/JAUCET010000002.1.region009.gbk
JAUCET010000002.1.region010,GCA_030348835.1,1.10,JAUCET010000002.1,3196981,3248760,False,"['NRP-metallophore', 'NRPS']",51779,BGC0000309,bacillibactin,NRP,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_030348835.1/JAUCET010000002.1.region010.gbk
JAUCET010000002.1.region011,GCA_030348835.1,1.11,JAUCET010000002.1,3526279,3547026,False,['CDPS'],20747,BGC0002103,pulcherriminic acid,Other,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_030348835.1/JAUCET010000002.1.region011.gbk
JAUCET010000002.1.region012,GCA_030348835.1,1.12,JAUCET010000002.1,3762415,3784029,False,['sactipeptide'],21614,BGC0000602,subtilosin A,RiPP:Thiopeptide,0.875,bgcflow,data/interim/antismash/7.0.0/GCA_030348835.1/JAUCET010000002.1.region012.gbk
JAUCET010000002.1.region013,GCA_030348835.1,1.13,JAUCET010000002.1,3787038,3828457,False,['other'],41419,BGC0001184,bacilysin,Other,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_030348835.1/JAUCET010000002.1.region013.gbk
JAUCFP010000006.1.region001,GCA_030348385.1,1.1,JAUCFP010000006.1,345048,378516,False,"['LAP', 'terpene']",33468,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030348385.1/JAUCFP010000006.1.region001.gbk
JAUCFP010000006.1.region002,GCA_030348385.1,1.2,JAUCFP010000006.1,2522527,2544411,False,['terpene'],21884,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030348385.1/JAUCFP010000006.1.region002.gbk
JAUCFP010000006.1.region003,GCA_030348385.1,1.3,JAUCFP010000006.1,3077287,3090792,False,['NI-siderophore'],13505,BGC0000942,petrobactin,Other,0.3333333333333333,bgcflow,data/interim/antismash/7.0.0/GCA_030348385.1/JAUCFP010000006.1.region003.gbk
JAUCFP010000006.1.region004,GCA_030348385.1,1.4,JAUCFP010000006.1,4318878,4408309,False,"['ladderane', 'NRPS']",89431,BGC0001975,atratumycin,NRP,0.05263157894736842,bgcflow,data/interim/antismash/7.0.0/GCA_030348385.1/JAUCFP010000006.1.region004.gbk
JAUCFP010000006.1.region005,GCA_030348385.1,1.5,JAUCFP010000006.1,5121959,5163042,False,['T3PKS'],41083,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030348385.1/JAUCFP010000006.1.region005.gbk
JAUCES010000005.1.region001,GCA_030348825.1,1.1,JAUCES010000005.1,1650209,1691286,False,['T3PKS'],41077,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030348825.1/JAUCES010000005.1.region001.gbk
JAUCES010000005.1.region002,GCA_030348825.1,1.2,JAUCES010000005.1,1789452,1810582,False,['terpene'],21130,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030348825.1/JAUCES010000005.1.region002.gbk
JAUCES010000005.1.region003,GCA_030348825.1,1.3,JAUCES010000005.1,2740157,2763683,False,['LAP'],23526,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030348825.1/JAUCES010000005.1.region003.gbk
JAUCES010000005.1.region004,GCA_030348825.1,1.4,JAUCES010000005.1,3073560,3090201,False,['NI-siderophore'],16641,BGC0002683,schizokinen,Other,0.6,bgcflow,data/interim/antismash/7.0.0/GCA_030348825.1/JAUCES010000005.1.region004.gbk
JAUCES010000005.1.region005,GCA_030348825.1,1.5,JAUCES010000005.1,3555564,3576416,False,['terpene'],20852,BGC0000645,carotenoid,Terpene,0.8333333333333334,bgcflow,data/interim/antismash/7.0.0/GCA_030348825.1/JAUCES010000005.1.region005.gbk
CP126079.1.region001,GCA_030122785.1,1.1,CP126079.1,68213,130681,False,['NRPS'],62468,BGC0001152,fusaricidin B,Polyketide+NRP:Lipopeptide,1.125,bgcflow,data/interim/antismash/7.0.0/GCA_030122785.1/CP126079.1.region001.gbk
CP126079.1.region002,GCA_030122785.1,1.2,CP126079.1,1047562,1123777,False,"['transAT-PKS', 'NRPS']",76215,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030122785.1/CP126079.1.region002.gbk
CP126079.1.region003,GCA_030122785.1,1.3,CP126079.1,1236669,1256906,False,['proteusin'],20237,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030122785.1/CP126079.1.region003.gbk
CP126079.1.region004,GCA_030122785.1,1.4,CP126079.1,1290788,1389276,False,"['NRPS', 'transAT-PKS']",98488,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030122785.1/CP126079.1.region004.gbk
CP126079.1.region005,GCA_030122785.1,1.5,CP126079.1,1425313,1449381,False,['lassopeptide'],24068,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030122785.1/CP126079.1.region005.gbk
CP126079.1.region006,GCA_030122785.1,1.6,CP126079.1,1734734,1760003,False,['lanthipeptide-class-i'],25269,BGC0001727,paenilan,RiPP,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_030122785.1/CP126079.1.region006.gbk
CP126079.1.region007,GCA_030122785.1,1.7,CP126079.1,1861576,1880874,False,['cyclic-lactone-autoinducer'],19298,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030122785.1/CP126079.1.region007.gbk
CP126079.1.region008,GCA_030122785.1,1.8,CP126079.1,2094702,2155886,False,"['NRPS-like', 'cyclic-lactone-autoinducer']",61184,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030122785.1/CP126079.1.region008.gbk
CP126079.1.region009,GCA_030122785.1,1.9,CP126079.1,2503421,2596911,False,['NRPS'],93490,BGC0000449,tridecaptin,NRP,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_030122785.1/CP126079.1.region009.gbk
CP126079.1.region010,GCA_030122785.1,1.10,CP126079.1,2751881,2830728,False,['NRPS'],78847,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030122785.1/CP126079.1.region010.gbk
CP126079.1.region011,GCA_030122785.1,1.11,CP126079.1,2985183,3016118,False,['betalactone'],30935,BGC0002632,varlaxin 1046A/varlaxin 1022A,NRP,0.09090909090909091,bgcflow,data/interim/antismash/7.0.0/GCA_030122785.1/CP126079.1.region011.gbk
CP126079.1.region012,GCA_030122785.1,1.12,CP126079.1,3057135,3077684,False,['cyclic-lactone-autoinducer'],20549,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030122785.1/CP126079.1.region012.gbk
CP126079.1.region013,GCA_030122785.1,1.13,CP126079.1,3645116,3747022,False,"['transAT-PKS', 'NRPS', 'T3PKS', 'PKS-like']",101906,BGC0001520,aurantinin B/aurantinin C/aurantinin D,Polyketide,0.2857142857142857,bgcflow,data/interim/antismash/7.0.0/GCA_030122785.1/CP126079.1.region013.gbk
CP126079.1.region014,GCA_030122785.1,1.14,CP126079.1,3980290,4005626,False,['lanthipeptide-class-i'],25336,BGC0000542,paenicidin B,RiPP:Lanthipeptide,0.5714285714285714,bgcflow,data/interim/antismash/7.0.0/GCA_030122785.1/CP126079.1.region014.gbk
CP126079.1.region015,GCA_030122785.1,1.15,CP126079.1,4452030,4477418,False,['ranthipeptide'],25388,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030122785.1/CP126079.1.region015.gbk
CP126079.1.region016,GCA_030122785.1,1.16,CP126079.1,4971832,5051387,False,['NRPS'],79555,BGC0000408,polymyxin,NRP,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_030122785.1/CP126079.1.region016.gbk
CP126079.1.region017,GCA_030122785.1,1.17,CP126079.1,5177630,5202179,False,['lanthipeptide-class-i'],24549,BGC0000796,S-layer glycan,Saccharide,0.2857142857142857,bgcflow,data/interim/antismash/7.0.0/GCA_030122785.1/CP126079.1.region017.gbk
JAVIVY010000003.1.region001,GCA_031324095.1,1.1,JAVIVY010000003.1,471477,495012,False,['LAP'],23535,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_031324095.1/JAVIVY010000003.1.region001.gbk
JAVIVY010000003.1.region002,GCA_031324095.1,1.2,JAVIVY010000003.1,1118213,1131931,False,['NI-siderophore'],13718,BGC0000942,petrobactin,Other,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_031324095.1/JAVIVY010000003.1.region002.gbk
JAVIVY010000003.1.region003,GCA_031324095.1,1.3,JAVIVY010000003.1,1430703,1482456,False,"['NRP-metallophore', 'NRPS']",51753,BGC0000309,bacillibactin,NRP,0.7142857142857143,bgcflow,data/interim/antismash/7.0.0/GCA_031324095.1/JAVIVY010000003.1.region003.gbk
JAVIVY010000003.1.region004,GCA_031324095.1,1.4,JAVIVY010000003.1,1518607,1527670,False,['RiPP-like'],9063,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_031324095.1/JAVIVY010000003.1.region004.gbk
JAVIVY010000003.1.region005,GCA_031324095.1,1.5,JAVIVY010000003.1,1647480,1672718,False,['betalactone'],25238,BGC0001095,fengycin,NRP,0.4,bgcflow,data/interim/antismash/7.0.0/GCA_031324095.1/JAVIVY010000003.1.region005.gbk
JAVIVY010000003.1.region006,GCA_031324095.1,1.6,JAVIVY010000003.1,1700475,1747486,False,['NRPS'],47011,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_031324095.1/JAVIVY010000003.1.region006.gbk
JAVIVY010000003.1.region007,GCA_031324095.1,1.7,JAVIVY010000003.1,1771721,1781988,False,['RiPP-like'],10267,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_031324095.1/JAVIVY010000003.1.region007.gbk
JAVIVY010000003.1.region008,GCA_031324095.1,1.8,JAVIVY010000003.1,2323884,2350328,False,['lanthipeptide-class-i'],26444,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_031324095.1/JAVIVY010000003.1.region008.gbk
JAVIVY010000003.1.region009,GCA_031324095.1,1.9,JAVIVY010000003.1,2594187,2616041,False,['terpene'],21854,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_031324095.1/JAVIVY010000003.1.region009.gbk
JAVIVY010000002.1.region001,GCA_031324095.1,12.1,JAVIVY010000002.1,109925,133842,False,['lassopeptide'],23917,BGC0001356,paeninodin,RiPP,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_031324095.1/JAVIVY010000002.1.region001.gbk
JAVIVY010000032.1.region001,GCA_031324095.1,16.1,JAVIVY010000032.1,236077,302019,False,['NRPS'],65942,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_031324095.1/JAVIVY010000032.1.region001.gbk
CP126078.1.region001,GCA_030122765.1,1.1,CP126078.1,302771,324915,False,['opine-like-metallophore'],22144,BGC0002488,bacillopaline,Other,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_030122765.1/CP126078.1.region001.gbk
CP126078.1.region002,GCA_030122765.1,1.2,CP126078.1,2746691,2770266,False,['LAP'],23575,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030122765.1/CP126078.1.region002.gbk
CP126078.1.region003,GCA_030122765.1,1.3,CP126078.1,2838303,2855109,False,['NI-siderophore'],16806,BGC0000943,staphyloferrin B,Other,0.3333333333333333,bgcflow,data/interim/antismash/7.0.0/GCA_030122765.1/CP126078.1.region003.gbk
CP126078.1.region004,GCA_030122765.1,1.4,CP126078.1,2873215,3093629,False,"['NRPS', 'transAT-PKS', 'T1PKS']",220414,BGC0000452,tyrocidine,NRP,0.4375,bgcflow,data/interim/antismash/7.0.0/GCA_030122765.1/CP126078.1.region004.gbk
CP126078.1.region005,GCA_030122765.1,1.5,CP126078.1,3482118,3523189,False,['T3PKS'],41071,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030122765.1/CP126078.1.region005.gbk
CP126078.1.region006,GCA_030122765.1,1.6,CP126078.1,3635249,3657151,False,['terpene'],21902,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030122765.1/CP126078.1.region006.gbk
CP126078.1.region007,GCA_030122765.1,1.7,CP126078.1,4001910,4012759,False,['RiPP-like'],10849,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030122765.1/CP126078.1.region007.gbk
CP126078.1.region008,GCA_030122765.1,1.8,CP126078.1,4223926,4285231,False,"['NRP-metallophore', 'NRPS']",61305,BGC0002472,ulbactin F/ulbactin G,NRP,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_030122765.1/CP126078.1.region008.gbk
CP126078.1.region009,GCA_030122765.1,1.9,CP126078.1,5101482,5122091,False,['cyclic-lactone-autoinducer'],20609,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030122765.1/CP126078.1.region009.gbk
CP126098.1.region001,GCA_030123165.1,1.1,CP126098.1,708653,768013,False,['NRPS'],59360,BGC0000377,koranimine,NRP,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_030123165.1/CP126098.1.region001.gbk
CP126098.1.region002,GCA_030123165.1,1.2,CP126098.1,894962,939030,False,['NRPS'],44068,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030123165.1/CP126098.1.region002.gbk
CP126098.1.region003,GCA_030123165.1,1.3,CP126098.1,2456750,2480920,False,['betalactone'],24170,BGC0001095,fengycin,NRP,0.4666666666666667,bgcflow,data/interim/antismash/7.0.0/GCA_030123165.1/CP126098.1.region003.gbk
CP126098.1.region004,GCA_030123165.1,1.4,CP126098.1,3257705,3298794,False,['T3PKS'],41089,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030123165.1/CP126098.1.region004.gbk
CP126098.1.region005,GCA_030123165.1,1.5,CP126098.1,3435889,3455963,False,['terpene'],20074,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030123165.1/CP126098.1.region005.gbk
CP126098.1.region006,GCA_030123165.1,1.6,CP126098.1,3653543,3677488,False,['lassopeptide'],23945,BGC0001356,paeninodin,RiPP,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_030123165.1/CP126098.1.region006.gbk
CP126098.1.region007,GCA_030123165.1,1.7,CP126098.1,4395366,4418902,False,['LAP'],23536,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030123165.1/CP126098.1.region007.gbk
CP126098.1.region008,GCA_030123165.1,1.8,CP126098.1,5050353,5072249,False,['terpene'],21896,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030123165.1/CP126098.1.region008.gbk
CP126098.1.region009,GCA_030123165.1,1.9,CP126098.1,5394588,5410101,False,['NI-siderophore'],15513,BGC0002683,schizokinen,Other,0.6,bgcflow,data/interim/antismash/7.0.0/GCA_030123165.1/CP126098.1.region009.gbk
JAUCFS010000005.1.region001,GCA_030348325.1,1.1,JAUCFS010000005.1,1063047,1074609,False,['RiPP-like'],11562,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030348325.1/JAUCFS010000005.1.region001.gbk
JAUCFS010000005.1.region002,GCA_030348325.1,1.2,JAUCFS010000005.1,1190793,1214328,False,['LAP'],23535,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030348325.1/JAUCFS010000005.1.region002.gbk
JAUCFS010000005.1.region003,GCA_030348325.1,1.3,JAUCFS010000005.1,1813863,1827578,False,['NI-siderophore'],13715,BGC0000942,petrobactin,Other,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_030348325.1/JAUCFS010000005.1.region003.gbk
JAUCFS010000005.1.region004,GCA_030348325.1,1.4,JAUCFS010000005.1,2220570,2229986,False,['RiPP-like'],9416,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030348325.1/JAUCFS010000005.1.region004.gbk
JAUCFS010000005.1.region005,GCA_030348325.1,1.5,JAUCFS010000005.1,2316833,2342072,False,['betalactone'],25239,BGC0001095,fengycin,NRP,0.4,bgcflow,data/interim/antismash/7.0.0/GCA_030348325.1/JAUCFS010000005.1.region005.gbk
JAUCFS010000005.1.region006,GCA_030348325.1,1.6,JAUCFS010000005.1,2424429,2434699,False,['RiPP-like'],10270,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030348325.1/JAUCFS010000005.1.region006.gbk
JAUCFS010000005.1.region007,GCA_030348325.1,1.7,JAUCFS010000005.1,3134484,3156338,False,['terpene'],21854,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030348325.1/JAUCFS010000005.1.region007.gbk
JAUCFS010000005.1.region008,GCA_030348325.1,1.8,JAUCFS010000005.1,4787536,4811454,False,['lassopeptide'],23918,BGC0001356,paeninodin,RiPP,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_030348325.1/JAUCFS010000005.1.region008.gbk
JAUCFS010000004.1.region001,GCA_030348325.1,3.1,JAUCFS010000004.1,39771,51991,False,['RiPP-like'],12220,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030348325.1/JAUCFS010000004.1.region001.gbk
JAUCFR010000004.1.region001,GCA_030348365.1,1.1,JAUCFR010000004.1,426422,467586,False,['arylpolyene'],41164,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030348365.1/JAUCFR010000004.1.region001.gbk
JAUCFR010000004.1.region002,GCA_030348365.1,1.2,JAUCFR010000004.1,634819,658281,False,['LAP'],23462,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030348365.1/JAUCFR010000004.1.region002.gbk
JAUCFR010000004.1.region003,GCA_030348365.1,1.3,JAUCFR010000004.1,1333090,1368028,False,['terpene'],34938,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030348365.1/JAUCFR010000004.1.region003.gbk
JAUCFR010000004.1.region004,GCA_030348365.1,1.4,JAUCFR010000004.1,2522134,2573749,False,"['NRP-metallophore', 'NRPS']",51615,BGC0002688,benarthin/dibenarthin,NRP,0.23076923076923078,bgcflow,data/interim/antismash/7.0.0/GCA_030348365.1/JAUCFR010000004.1.region004.gbk
JAUCFR010000004.1.region005,GCA_030348365.1,1.5,JAUCFR010000004.1,2810201,2851287,False,['T3PKS'],41086,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030348365.1/JAUCFR010000004.1.region005.gbk
JAUCFR010000004.1.region006,GCA_030348365.1,1.6,JAUCFR010000004.1,3477501,3498365,False,['terpene'],20864,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030348365.1/JAUCFR010000004.1.region006.gbk
